ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
POST OPERADOS;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales baja complejidad;CRITICARE ;NGENUITY;408242259;10939;2008;10;Propio;Regular;Critico;0;;1;medico;0;3;0
MQ NO RESPIRATORIO ;;Apoyo Terapeutico;Mediano Costo;BOMBA DE INFUSION CONTINUA;ADVANCED;IP-200;70180811172;19116;2019;8;Arriendo;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Alto Costo;INCUBADORA FIJA;DRAGER;ISOLETTE 8000;CF05972;15773;2016;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Alto Costo;INCUBADORA FIJA;DRAGER;ISOLETTE 8000;CF06000;15774;2016;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
MATERNIDAD;;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;FISHER & PAYKEL;IW820;9620AEK00605;11267;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;FISHER & PAYKEL;IW820;9895AEU00378;6931;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
Ugencia;;Apoyo Terapeutico;Mediano Costo ;Camilla;JOSON CARE;JE-200;1512070030;15974;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
Ugencia;;Apoyo Terapeutico;Mediano Costo ;Camilla;JOSON CARE;JE-201;1512070016;15975;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador de Transporte no Invasivo;JIUXIN;JIXI-H-100C;2420072401E;19812;2020;10;Propio;Bueno;GENERAL;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador de Transporte no Invasivo;JIUXIN;JIXI-H-100C;2420072402E;19813;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
MQH;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;K-180;5542904;11403;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;CENTRIFUGA DE MICROHEMATOCRITO;GEMMYCO;KHT-400;9511351;11026;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Diagnostico;Bajo Costo;Lampara examinacion;MAINZ MEDICAL;KS-Q7;MST0010042;19372;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Lampara examinacion;MAINZ MEDICAL;KS-Q7;MST0010043;19371;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Diagnostico;Bajo Costo;Lampara portatil;MAINZ MEDICAL;KS-Q7;MST0010044;19374;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Diagnostico;Bajo Costo;Lampara examinacion;MAINZ MEDICAL;KS-Q7;MST0010046;19369;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Lampara portatil;MAINZ MEDICAL;KS-Q7;MST0010050;19373;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Diagnostico;Bajo Costo;Lampara examinacion;MAINZ MEDICAL;KS-Q7;sin informacion;19370;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Alto Costo;CAMPANA DE FLUJO LAMINAR;ESCO;LA2-3A1;2008-34488;16534;2016;8;propio;Bueno;Relevante;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Alto Costo;CAMPANA DE FLUJO LAMINAR;ESCO;LA2-4A1;2011-65690;16301;2016;8;Propio;Bueno;Relevante;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;ANALIZADOR AUTOMATIZADO DE ORINA;77 ELEKTRONIKA;LABUMAT;2012101149;11037;2008;7;Propio;Malo;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;ANALIZADOR AUTOMATIZADO DE ORINA;ELECTRONIKA;LABUMAT URISED;UPA 01000493;16853;2015;7;Propio;Bueno;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;ANALIZADOR AUTOMATIZADO DE ORINA;77 ELEKTRONIKA;LABUREADER ;1305001479;11018;2008;7;Propio;Malo;No aplica;0;;1;medico;0;3;0
PABELLON;;Apoyo Quirurgico;Alto Costo;FIBROSCOPIO ;OLIMPUS;LF-GP;197;11320;2010;5;Propio;Malo;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;REFRIGERADOR;MAIGAS;LG-1000Syuh ;7.80464E+12;18236;2020;8;Comodato;Bueno;General;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Mediano Costo;REFRIGERADOR;MAIGAS;LG-350;7.80464E+12;18235;2020;8;Comodato;Bueno;General;0;;1;medico;0;3;0
APS;;Imagenologia;Alto Costo;Ecografo lineal;GENERAL ELECTRIC;LOGIQ E;6076134WXO;19438;2020;8;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
UEH;;Imagenologia;Alto Costo;Ecotomografo doppler color cardiologico;GENERAL ELECTRIC;LOGIQ E;6076135WX0;18439;2020;8;Propio;Bueno;Relevante;0;;1;medico;0;3;0
POST OPERADOS;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales baja complejidad;CRITICARE ;NGENUITY;408242271;4285;2008;10;Propio;Regular;Critico;0;;1;medico;0;3;0
UPC;;Imagenologia;Alto Costo;Ecotomografo doppler color cardiologico;GENERAL ELECTRIC;LOGIQ E ;474674WX9;16110;2016;8;Propio;Bueno;Relevante;0;;1;medico;0;3;0
IMAGENOLOGIA;;Imagenologia;Alto Costo;Ecotomografo doppler color multiproposito;GENERAL ELECTRIC;LOGIQ E10;502669US7;19978;2019;6;Propio;BUENO;Relevante;0;;1;medico;0;3;0
IMAGENOLOGIA;;Imagenologia;Alto Costo;Ecotomografo doppler color multiproposito;GENERAL ELECTRIC;LOGIQ E10;502687US7;19981;2019;6;Propio;BUENO;Relevante;0;;1;medico;0;3;0
IMAGENOLOGIA;;Imagenologia;Alto Costo;Ecotomografo doppler color multiproposito;GENERAL ELECTRIC;LOGIQ P6 PRO;143978SU5;11008;2011;10;Propio;Regular;Relevante;0;;1;medico;0;3;0
IMAGENOLOGIA;;Imagenologia;Alto Costo;Rx mamografo;SIEMENS;MAMMOMAT REVELATION;4.05687E+12;21959;2022;10;Propio;Malo;Relevante;0;;1;medico;0;3;0
PREPARTOS;;Monitoreo;Mediano Costo;CUNA RADIANTE;GENERAL ELECTRIC;Lullaby TM Warmer;SF814072790PA;20818;2020;8;PRESTAMO CAÑETE;Bueno;General;0;;1;medico;0;3;0
PREPARTOS;;Monitoreo;Mediano Costo;CUNA RADIANTE;GENERAL ELECTRIC;Lullaby TM Warmer;SF814072791PA;21150;2020;8;PRESTAMO CAÑETE;Bueno;General;0;;1;medico;0;3;0
UPC;;Apoyo Quirurgico;Bajo costo;Carro de Paro;Bailida;LX34EMG;BM15-10473;15985;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ ANEXO ;;Monitoreo;Alto Costo;Monitor desfibrilador;ZOLL;M SERIES;T07E90104;10341;2009;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
PEDIATRIA;;Monitoreo;Alto Costo;Monitor desfibrilador;ZOLL;M SERIES;T07L97501;11093;2009;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
MQ NO RESP;;Monitoreo;Alto Costo;Monitor desfibrilador;ZOLL;M SERIES;T08C100037;11090;2011;10;Propio;Regular;Critico;0;;1;medico;0;3;0
UEH NO RESP;;Monitoreo;Alto Costo;Monitor desfibrilador;ZOLL;M SERIES;T08F103169;11105;2009;10;Propio;Regular;Critico;0;;1;medico;0;3;0
MATERNIDAD;;Monitoreo;Alto Costo;Monitor desfibrilador;ZOLL;M SERIES;T08F103177;11081;2011;10;Propio;Regular;Critico;0;;1;medico;0;3;0
UEH RESP;;Monitoreo;Alto costo;Monitor desfibrilador;ZOLL;M2;(21)BA20F000156;19966;2021;8;Propio;Bueno;Critico;0;;1;medico;0;3;0
PEDIATRIA;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M20;4.01702E+11;18159;2020;10;Propio;Bueno;GENERAL;0;;1;medico;0;3;0
PEDIATRIA;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M20;4.01702E+11;18160;2020;10;Propio;Bueno;GENERAL;0;;1;medico;0;3;0
UEH RESP;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M20;4.01702E+11;18180;2018;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
URGENCIA ;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales baja complejidad;MEDIANA;M30;1.1701E+11;11111;2011;10;Propio;Regular;Critico;0;;1;medico;0;3;0
MQ RESP;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M30;4.27452E+11;18182;2020;10;Propio;Bueno;GENERAL;0;;1;medico;0;3;0
MQ ANEXO;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M30;4.27452E+11;18980;2018;10;Propio;Bueno;GENERAL;0;;1;medico;0;3;0
URGENCIA;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M30;4.28092E+11;18179;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
SAMU;;Monitoreo;Mediano Costo;MONITOR HEMODINAMICO;MEDIANA;M30;4.28092E+11;18181;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
URGENCIA;;Apoyo Diagnostico;Alto Costo;VIDEOLARINGOSCOPIO;MCGRATH;MAC;319852;15802;2015;5;Propio;Malo;No aplica;0;;1;medico;0;3;0
MQ ANEXO ;;Apoyo Diagnostico;Mediano Costo ;ELECTROCARDIOGRAFO;GENERAL ELECTRIC;MAC 1200 ST;550046942;7826;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Mediano Costo ;ELECTROCARDIOGRAFO;GENERAL ELECTRIC;MAC 1200 ST;550046978;5170;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
MQ;;Apoyo Diagnostico;Mediano Costo ;ELECTROCARDIOGRAFO;GENERAL ELECTRIC;MAC 400;SCT08281221WA;8271;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Mediano Costo ;ELECTROCARDIOGRAFO;GENERAL ELECTRIC;MAC 800;SDS1010124WA;11268;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
KINESIOLOGIA;;Med. Fis. Rehabilitacion;Mediano Costo;Bicicleta ergometrica;CANDO;MAGNECISER;2238939;11256;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Quirurgico;Bajo Costo;Carro de Paro;LINCAR;MALVESTIO;4936;18447;2019;8;Propio;Bueno;General;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro de Ropa Limpia;Maquinet;Maquinet;Sin informacion;19642;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro de Ropa Limpia;Maquinet;Maquinet;Sin informacion;19643;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro de Ropa Sucia;Maquinet;Maquinet;Sin informacion;19644;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro de Ropa Sucia;Maquinet;Maquinet;Sin informacion;19645;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro Ropa Limpia/Sucia;Maquinet;Maquinet;Sin informacion;19647;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
MQ;;Mobiliario;No Clinico;Carro Ropa Limpia/Sucia;Maquinet;Maquinet;Sin informacion;19648;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;OLIDEF;MATRIX R;15 C 49;13292;2014;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;OLIDEF;MATRIX R;15 C 41;13290;2014;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo;CUNA RADIANTE;OLIDEF;MATRIX R;15 C 53;13291;2014;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4880;Sin informacion;19282;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4881;Sin informacion;19283;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4882;Sin informacion;19284;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4883;Sin informacion;19285;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4884;Sin informacion;19286;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Mobiliario;Clinico;Mesa mayo;SOC COMERCIAL A M W S.A;MC4885;Sin informacion;19287;2020;10;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
KINESIOLOGIA;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;CHOICE;MD300C23;1.44128E+11;11261;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;BY CHOICE;MD300M122;1.35295E+11;11359;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
SAMU;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales mediana complejidad;MINDRAY;MEC-1200;CC74-2360R;10966;2008;10;Propio;Regular;Critico;0;;1;medico;0;3;0
KINESIOLOGIA;;Med. Fis. Rehabilitacion;Bajo Costo;TENS;ENRAF NONIUS;MED 911;SIN INFORMACION;11294;2008;5;Propio;Malo;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1304008;16513;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1304014;15801;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1304018;15780;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306128;15790;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306129;15788;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306131;15794;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306132;15791;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306133;15781;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306135;15789;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306136;15795;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
ENDOSCOPIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306137;15784;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306138;15783;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306139;15792;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306140;15785;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306152;15786;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTO;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306157;15787;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306158;15793;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4000;DI40EXP1306159;15782;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4001;22118329;11400;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4002;22118328;11470;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4003;22118284;11472;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4004;22118330;16900;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4005;22118283;16901;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4006;22118226;16902;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4007;22118331;16676;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
SEDILE;;Apoyo Terapeutico;Mediano Costo ;Bomba de infusion;DAIWHA;MEDIFUSION DI-4008;22118327;11471;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Terapeutico;Mediano Costo;Bomba de infusion;DAIWHA;MEDIFUSION DS-3000;DS30EXP1309057;15796;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
RESPALDO;;Apoyo Terapeutico;Mediano Costo;Bomba de infusion;DAIWHA;MEDIFUSION DS-3000;DS30EXP1309063;15799;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
POST OPERADOS;;Monitoreo;Mediano Costo;Monitor ECG/signos vitales baja complejidad;CRITICARE ;NGENUITY;408242223;4284;2008;10;Propio;Regular;Critico;0;;1;medico;0;3;0
SAMU;;Apoyo Terapeutico;Mediano Costo;Bomba de infusion;DAIWHA;MEDIFUSION DS-3000;DS30EXP1309091;15798;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Terapeutico;Mediano Costo;Bomba de infusion;DAIWHA;MEDIFUSION DS-3000;DS30EXP1309093;15800;2015;8;Propio;Bueno;No aplica;0;;1;medico;0;3;0
CAE;;Apoyo Diagnostico;Alto Costo;Holter de Arritmias;Schiller;Medilog AR;3060001067;19418;2020;8;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
CAE;;Apoyo Diagnostico;Alto Costo;Holter de Arritmias;Schiller;Medilog AR;3060001068;19419;2020;8;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
CAE;;Apoyo Diagnostico;Alto Costo;Holter de Arritmias;Schiller;Medilog AR;3060001076;19420;2020;8;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON QUIRURGICO;;Apoyo Quirurgico;Alto Costo;MESA QUIRURGICA;MAQUET ;MEERA;4211;18239;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON QUIRURGICO;;Apoyo Quirurgico;Alto Costo;MESA QUIRURGICA TRAUMATOLOGIA ;MAQUET ;MEERA;4217;18243;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PABELLON QUIRURGICO;;Apoyo Quirurgico;Alto Costo;MESA QUIRURGICA;MAQUET ;MEERA;004243 / 1310;18238;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Apoyo Terapeutico;Mediano Costo;FREEZER;MADEMSA;MFV 545 B;CA0008143-145800;12587;2008;10;Propio;Regular;No aplica;0;;1;medico;0;3;0
LABORATORIO;;Laboratorio/Farmac;Alto costo;Sistema para Cultivo de Micobacterias;BACTEC;MGIT 320;MT1019;21140;2021;10;Comodato;Bueno;General;0;;1;medico;0;3;0
URGENCIA;;Apoyo Diagnostico;Mediano Costo ;ELECTROCARDIOGRAFO;CARDIETTE;MICROTEL;AHNG0096;11270;2008;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000;SIN INFORMACION ;11389;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000;SIN INFORMACION ;11482;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION;4596;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
URGENCIA;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION;12815;2010;8;Propio;Malo;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION ;11387;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION ;11402;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION ;11481;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION ;14978;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;OFTALMOSCOPIO;HEINE;MINI 3000 ;SIN INFORMACION ;14979;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
SAMU;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;CRITICARE;MINI SPO2T;103-401924;10351;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
KINESIOLOGIA;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;CRITICARE;MINI SPO2T ;SIN INFORMACION;1513;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
KINESIOLOGIA;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;CRITICARE;MINI SPO2T ;SIN INFORMACION;11258;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
MQ RESPIRATORIO ;;Apoyo Diagnostico;Bajo Costo;OXIMETRO DE PULSO;CRITICARE;MINI SPO2T ;409041281;7782;2010;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4679;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4689;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4710;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4724;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4733;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4739;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4753;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4765;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4776;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4787;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;4797;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo Costo;Camilla de examen;PTM;MOBPTM003;SIN INFORMACION ;5044;2008;8;Propio;Regular;No aplica;0;;1;medico;0;3;0
